carrier,airport,scheduled_departure,actual_departure,delay,date,day,month
Air Canada,YOW,2025-06-06T13:40:00Z,2025-06-06T14:18:00Z,38,2025-06-06,6,Jun
WestJet,YYC,2025-06-10T12:00:00Z,2025-06-10T12:17:00Z,17,2025-06-10,10,Jun
WestJet,YVR,2025-06-12T22:30:00Z,2025-06-12T22:40:00Z,10,2025-06-12,12,Jun
Porter Airlines,YYZ,2025-10-23T15:25:00Z,2025-10-23T15:45:00Z,20,2025-10-23,23,Oct
Jazz Aviation,YVR,2025-10-25T12:00:00Z,2025-10-25T12:11:00Z,11,2025-10-25,25,Oct
Air Canada,YVR,2025-01-05T14:55:00Z,2025-01-05T15:24:00Z,29,2025-01-05,5,Jan
WestJet,YEG,2025-12-27T16:15:00Z,2025-12-27T16:33:00Z,18,2025-12-27,27,Dec
WestJet,YYZ,2025-04-28T10:05:00Z,2025-04-28T10:33:00Z,28,2025-04-28,28,Apr
Jazz Aviation,YUL,2025-08-19T09:35:00Z,2025-08-19T09:55:00Z,20,2025-08-19,19,Aug
Porter Airlines,YVR,2025-03-07T16:30:00Z,2025-03-07T16:47:00Z,17,2025-03-07,7,Mar
Air Transat,YYZ,2025-01-19T05:45:00Z,2025-01-19T06:02:00Z,17,2025-01-19,19,Jan
Porter Airlines,YQR,2025-07-07T11:55:00Z,2025-07-07T12:00:00Z,5,2025-07-07,7,Jul
Porter Airlines,YVR,2025-10-20T16:15:00Z,2025-10-20T16:48:00Z,33,2025-10-20,20,Oct
Air Canada,YYC,2025-10-03T12:40:00Z,2025-10-03T12:46:00Z,6,2025-10-03,3,Oct
PAL Airlines,YUL,2025-04-02T20:40:00Z,2025-04-02T20:49:00Z,9,2025-04-02,2,Apr
Air Canada,YYZ,2025-01-31T08:25:00Z,2025-01-31T08:41:00Z,16,2025-01-31,31,Jan
Air Canada,YVR,2025-07-25T05:10:00Z,2025-07-25T05:24:00Z,14,2025-07-25,25,Jul
Air Canada,YHZ,2025-04-12T09:40:00Z,2025-04-12T10:01:00Z,21,2025-04-12,12,Apr
Canadian North,YUL,2025-11-10T03:50:00Z,2025-11-10T04:02:00Z,12,2025-11-10,10,Nov
WestJet,YXX,2025-02-21T19:20:00Z,2025-02-21T19:52:00Z,32,2025-02-21,21,Feb
Canadian North,YEG,2025-12-02T09:50:00Z,2025-12-02T10:10:00Z,20,2025-12-02,2,Dec
WestJet,YYZ,2025-05-29T14:50:00Z,2025-05-29T14:59:00Z,9,2025-05-29,29,May
Air Canada,YWG,2025-06-26T12:00:00Z,2025-06-26T12:08:00Z,8,2025-06-26,26,Jun
WestJet,YVR,2025-03-18T05:35:00Z,2025-03-18T05:49:00Z,14,2025-03-18,18,Mar
WestJet,YYC,2025-11-26T12:45:00Z,2025-11-26T13:05:00Z,20,2025-11-26,26,Nov
Porter Airlines,YYZ,2025-01-25T18:00:00Z,2025-01-25T18:30:00Z,30,2025-01-25,25,Jan
Canadian North,YYC,2025-11-15T09:25:00Z,2025-11-15T09:33:00Z,8,2025-11-15,15,Nov
Air Canada,YUL,2025-10-03T11:40:00Z,2025-10-03T11:54:00Z,14,2025-10-03,3,Oct
Flair Airlines,YVR,2025-12-10T15:10:00Z,2025-12-10T15:30:00Z,20,2025-12-10,10,Dec
PAL Airlines,YVR,2025-10-29T12:20:00Z,2025-10-29T12:41:00Z,21,2025-10-29,29,Oct
Air Transat,YVR,2025-11-26T10:10:00Z,2025-11-26T10:18:00Z,8,2025-11-26,26,Nov
Air Transat,YQB,2025-04-17T22:25:00Z,2025-04-17T23:01:00Z,36,2025-04-17,17,Apr
Porter Airlines,YQT,2025-03-23T17:25:00Z,2025-03-23T17:57:00Z,32,2025-03-23,23,Mar
WestJet,YVR,2025-06-19T13:25:00Z,2025-06-19T13:51:00Z,26,2025-06-19,19,Jun
WestJet,YXX,2025-09-26T05:30:00Z,2025-09-26T05:40:00Z,10,2025-09-26,26,Sep
Porter Airlines,YYC,2025-06-02T23:45:00Z,2025-06-02T23:52:00Z,7,2025-06-02,2,Jun
Flair Airlines,YYZ,2025-12-20T10:30:00Z,2025-12-20T11:13:00Z,43,2025-12-20,20,Dec
WestJet,YVR,2025-06-25T18:40:00Z,2025-06-25T19:02:00Z,22,2025-06-25,25,Jun
Porter Airlines,YYT,2025-04-11T09:25:00Z,2025-04-11T09:30:00Z,5,2025-04-11,11,Apr
WestJet,YYC,2025-04-08T11:40:00Z,2025-04-08T11:54:00Z,14,2025-04-08,8,Apr
Air Canada,YYZ,2025-07-16T23:55:00Z,2025-07-17T00:26:00Z,31,2025-07-16,16,Jul
Flair Airlines,YWG,2025-10-03T13:35:00Z,2025-10-03T13:47:00Z,12,2025-10-03,3,Oct
WestJet,YQB,2025-06-06T14:00:00Z,2025-06-06T14:16:00Z,16,2025-06-06,6,Jun
Porter Airlines,YYC,2025-05-16T11:05:00Z,2025-05-16T11:26:00Z,21,2025-05-16,16,May
PAL Airlines,YWG,2025-04-23T08:45:00Z,2025-04-23T09:02:00Z,17,2025-04-23,23,Apr
PAL Airlines,YHZ,2025-04-12T12:55:00Z,2025-04-12T13:30:00Z,35,2025-04-12,12,Apr
WestJet,YUL,2025-07-02T18:05:00Z,2025-07-02T18:27:00Z,22,2025-07-02,2,Jul
Jazz Aviation,YOW,2025-08-20T13:40:00Z,2025-08-20T13:51:00Z,11,2025-08-20,20,Aug
Air Canada,YWG,2025-02-07T18:25:00Z,2025-02-07T18:43:00Z,18,2025-02-07,7,Feb
Air Canada,YYC,2025-08-26T15:45:00Z,2025-08-26T16:24:00Z,39,2025-08-26,26,Aug
Air Transat,YQT,2025-09-20T12:30:00Z,2025-09-20T12:47:00Z,17,2025-09-20,20,Sep
Air Canada,YYZ,2025-09-25T05:30:00Z,2025-09-25T05:54:00Z,24,2025-09-25,25,Sep
WestJet,YVR,2025-06-03T10:30:00Z,2025-06-03T10:57:00Z,27,2025-06-03,3,Jun
Air Canada,YYZ,2025-05-04T18:40:00Z,2025-05-04T18:59:00Z,19,2025-05-04,4,May
Air Transat,YOW,2025-10-15T12:50:00Z,2025-10-15T13:04:00Z,14,2025-10-15,15,Oct
Jazz Aviation,YVR,2025-01-31T06:10:00Z,2025-01-31T06:37:00Z,27,2025-01-31,31,Jan
Air Canada,YWG,2025-06-21T20:55:00Z,2025-06-21T21:35:00Z,40,2025-06-21,21,Jun
Jazz Aviation,YYC,2025-02-28T14:30:00Z,2025-02-28T14:47:00Z,17,2025-02-28,28,Feb
Jazz Aviation,YHZ,2025-01-26T09:05:00Z,2025-01-26T09:58:00Z,53,2025-01-26,26,Jan
WestJet,YKF,2025-04-15T13:25:00Z,2025-04-15T13:42:00Z,17,2025-04-15,15,Apr
WestJet,YYZ,2025-08-30T12:30:00Z,2025-08-30T12:57:00Z,27,2025-08-30,30,Aug
Air Canada,YYZ,2025-08-16T13:05:00Z,2025-08-16T13:55:00Z,50,2025-08-16,16,Aug
Air Transat,YHZ,2025-02-13T08:30:00Z,2025-02-13T08:57:00Z,27,2025-02-13,13,Feb
WestJet,YOW,2025-09-02T08:50:00Z,2025-09-02T08:57:00Z,7,2025-09-02,2,Sep
Flair Airlines,YXE,2025-04-08T19:20:00Z,2025-04-08T19:36:00Z,16,2025-04-08,8,Apr
Porter Airlines,YVR,2025-12-09T18:15:00Z,2025-12-09T18:36:00Z,21,2025-12-09,9,Dec
Air Canada,YUL,2025-05-10T19:20:00Z,2025-05-10T19:37:00Z,17,2025-05-10,10,May
Air Canada,YVR,2025-01-11T12:05:00Z,2025-01-11T13:17:00Z,72,2025-01-11,11,Jan
Air Canada,YYC,2025-01-18T08:50:00Z,2025-01-18T09:04:00Z,14,2025-01-18,18,Jan
Jazz Aviation,YUL,2025-03-10T09:25:00Z,2025-03-10T09:32:00Z,7,2025-03-10,10,Mar
Air Canada,YYZ,2025-02-28T09:45:00Z,2025-02-28T10:08:00Z,23,2025-02-28,28,Feb
Porter Airlines,YWG,2025-05-01T09:45:00Z,2025-05-01T09:56:00Z,11,2025-05-01,1,May
Porter Airlines,YOW,2025-02-22T10:50:00Z,2025-02-22T11:12:00Z,22,2025-02-22,22,Feb
Air Canada,YQB,2025-10-13T13:05:00Z,2025-10-13T13:25:00Z,20,2025-10-13,13,Oct
Porter Airlines,YYZ,2025-02-03T18:00:00Z,2025-02-03T18:15:00Z,15,2025-02-03,3,Feb
PAL Airlines,YYZ,2025-08-04T09:15:00Z,2025-08-04T09:36:00Z,21,2025-08-04,4,Aug
Air Canada,YYZ,2025-05-03T12:45:00Z,2025-05-03T12:56:00Z,11,2025-05-03,3,May
Porter Airlines,YVR,2025-02-04T16:50:00Z,2025-02-04T17:13:00Z,23,2025-02-04,4,Feb
WestJet,YVR,2025-07-13T07:55:00Z,2025-07-13T08:04:00Z,9,2025-07-13,13,Jul
Canadian North,YYC,2025-07-05T17:20:00Z,2025-07-05T17:35:00Z,15,2025-07-05,5,Jul
Air Transat,YEG,2025-02-04T13:00:00Z,2025-02-04T13:20:00Z,20,2025-02-04,4,Feb
Porter Airlines,YYC,2025-03-19T10:00:00Z,2025-03-19T10:13:00Z,13,2025-03-19,19,Mar
Air Canada,YVR,2025-12-22T08:00:00Z,2025-12-22T08:15:00Z,15,2025-12-22,22,Dec
Flair Airlines,YEG,2025-02-22T12:35:00Z,2025-02-22T12:52:00Z,17,2025-02-22,22,Feb
Air Canada,YVR,2025-07-06T10:40:00Z,2025-07-06T10:53:00Z,13,2025-07-06,6,Jul
WestJet,YOW,2025-12-21T16:35:00Z,2025-12-21T16:47:00Z,12,2025-12-21,21,Dec
WestJet,YUL,2025-01-04T12:15:00Z,2025-01-04T12:29:00Z,14,2025-01-04,4,Jan
Air Transat,YVR,2025-04-18T00:05:00Z,2025-04-18T00:28:00Z,23,2025-04-18,18,Apr
Porter Airlines,YVR,2025-04-23T10:10:00Z,2025-04-23T10:25:00Z,15,2025-04-23,23,Apr
WestJet,YEG,2025-09-23T06:00:00Z,2025-09-23T06:21:00Z,21,2025-09-23,23,Sep
WestJet,YYC,2025-04-07T15:30:00Z,2025-04-07T15:36:00Z,6,2025-04-07,7,Apr
Flair Airlines,YYZ,2025-05-23T11:40:00Z,2025-05-23T12:14:00Z,34,2025-05-23,23,May
Flair Airlines,YYZ,2025-09-04T09:30:00Z,2025-09-04T09:52:00Z,22,2025-09-04,4,Sep
Air Canada,YOW,2025-01-09T08:45:00Z,2025-01-09T09:02:00Z,17,2025-01-09,9,Jan
Porter Airlines,YYZ,2025-10-17T03:50:00Z,2025-10-17T03:56:00Z,6,2025-10-17,17,Oct
Jazz Aviation,YYT,2025-07-31T15:00:00Z,2025-07-31T15:27:00Z,27,2025-07-31,31,Jul
WestJet,YHZ,2025-11-28T22:20:00Z,2025-11-28T22:31:00Z,11,2025-11-28,28,Nov
WestJet,YVR,2025-01-30T13:30:00Z,2025-01-30T13:46:00Z,16,2025-01-30,30,Jan
WestJet,YQB,2025-10-11T22:25:00Z,2025-10-11T22:28:00Z,3,2025-10-11,11,Oct
Air Transat,YYZ,2025-05-27T16:20:00Z,2025-05-27T16:44:00Z,24,2025-05-27,27,May
WestJet,YXE,2025-03-12T19:40:00Z,2025-03-12T19:51:00Z,11,2025-03-12,12,Mar
Porter Airlines,YYT,2025-11-09T14:20:00Z,2025-11-09T15:38:00Z,78,2025-11-09,9,Nov
PAL Airlines,YQB,2025-11-29T15:05:00Z,2025-11-29T15:14:00Z,9,2025-11-29,29,Nov
WestJet,YYC,2025-05-12T09:15:00Z,2025-05-12T09:20:00Z,5,2025-05-12,12,May
Air Canada,YYC,2025-08-30T11:40:00Z,2025-08-30T12:03:00Z,23,2025-08-30,30,Aug
Air Canada,YUL,2025-12-14T15:40:00Z,2025-12-14T15:58:00Z,18,2025-12-14,14,Dec
Air Canada,YWG,2025-03-27T07:35:00Z,2025-03-27T07:48:00Z,13,2025-03-27,27,Mar
PAL Airlines,YYZ,2025-02-16T14:30:00Z,2025-02-16T15:03:00Z,33,2025-02-16,16,Feb
Flair Airlines,YOW,2025-09-01T18:15:00Z,2025-09-01T18:24:00Z,9,2025-09-01,1,Sep
WestJet,YUL,2025-04-01T13:25:00Z,2025-04-01T13:39:00Z,14,2025-04-01,1,Apr
Air Canada,YQB,2025-11-13T16:20:00Z,2025-11-13T16:31:00Z,11,2025-11-13,13,Nov
WestJet,YYZ,2025-07-17T03:35:00Z,2025-07-17T04:38:00Z,63,2025-07-17,17,Jul
Jazz Aviation,YYZ,2025-11-04T10:00:00Z,2025-11-04T10:08:00Z,8,2025-11-04,4,Nov
Porter Airlines,YYZ,2025-08-29T16:20:00Z,2025-08-29T17:05:00Z,45,2025-08-29,29,Aug
Air Canada,YEG,2025-12-20T13:55:00Z,2025-12-20T14:08:00Z,13,2025-12-20,20,Dec
Flair Airlines,YEG,2025-05-22T17:30:00Z,2025-05-22T17:38:00Z,8,2025-05-22,22,May
Canadian North,YYC,2025-09-24T12:35:00Z,2025-09-24T12:56:00Z,21,2025-09-24,24,Sep
Air Canada,YOW,2025-02-18T19:55:00Z,2025-02-18T20:08:00Z,13,2025-02-18,18,Feb
Air Transat,YYZ,2025-02-10T17:55:00Z,2025-02-10T18:22:00Z,27,2025-02-10,10,Feb
WestJet,YWG,2025-03-19T12:15:00Z,2025-03-19T12:19:00Z,4,2025-03-19,19,Mar
Canadian North,YYZ,2025-10-02T21:00:00Z,2025-10-02T21:21:00Z,21,2025-10-02,2,Oct
WestJet,YYC,2025-09-14T07:00:00Z,2025-09-14T07:13:00Z,13,2025-09-14,14,Sep
Jazz Aviation,YEG,2025-12-08T06:30:00Z,2025-12-08T07:15:00Z,45,2025-12-08,8,Dec
Air Canada,YHZ,2025-04-25T13:45:00Z,2025-04-25T14:18:00Z,33,2025-04-25,25,Apr
Air Canada,YEG,2025-03-15T12:55:00Z,2025-03-15T13:00:00Z,5,2025-03-15,15,Mar
Jazz Aviation,YYZ,2025-09-11T10:05:00Z,2025-09-11T10:24:00Z,19,2025-09-11,11,Sep
Air Canada,YYZ,2025-08-13T23:20:00Z,2025-08-13T23:41:00Z,21,2025-08-13,13,Aug
WestJet,YYC,2025-04-25T22:00:00Z,2025-04-25T22:09:00Z,9,2025-04-25,25,Apr
Air Canada,YHZ,2025-03-20T10:55:00Z,2025-03-20T11:01:00Z,6,2025-03-20,20,Mar
Air Canada,YYZ,2025-12-10T09:10:00Z,2025-12-10T10:01:00Z,51,2025-12-10,10,Dec
Air Transat,YUL,2025-11-16T11:25:00Z,2025-11-16T11:40:00Z,15,2025-11-16,16,Nov
WestJet,YOW,2025-03-24T15:30:00Z,2025-03-24T15:42:00Z,12,2025-03-24,24,Mar
WestJet,YHZ,2025-12-31T16:05:00Z,2025-12-31T16:18:00Z,13,2025-12-31,31,Dec
Air Canada,YQT,2025-01-24T21:35:00Z,2025-01-24T21:57:00Z,22,2025-01-24,24,Jan
WestJet,YQB,2025-10-08T09:25:00Z,2025-10-08T09:47:00Z,22,2025-10-08,8,Oct
Canadian North,YUL,2025-09-24T22:00:00Z,2025-09-24T22:12:00Z,12,2025-09-24,24,Sep
Porter Airlines,YUL,2025-10-18T13:20:00Z,2025-10-18T13:31:00Z,11,2025-10-18,18,Oct
Porter Airlines,YQB,2025-11-13T15:25:00Z,2025-11-13T15:38:00Z,13,2025-11-13,13,Nov
Jazz Aviation,YVR,2025-11-10T02:30:00Z,2025-11-10T02:40:00Z,10,2025-11-10,10,Nov
WestJet,YWG,2025-11-22T15:25:00Z,2025-11-22T15:46:00Z,21,2025-11-22,22,Nov
Porter Airlines,YEG,2025-06-08T05:10:00Z,2025-06-08T05:18:00Z,8,2025-06-08,8,Jun
Jazz Aviation,YYC,2025-01-15T15:45:00Z,2025-01-15T16:08:00Z,23,2025-01-15,15,Jan
Air Canada,YVR,2025-07-15T11:05:00Z,2025-07-15T11:25:00Z,20,2025-07-15,15,Jul
PAL Airlines,YWG,2025-06-30T07:10:00Z,2025-06-30T07:52:00Z,42,2025-06-30,30,Jun
Jazz Aviation,YYC,2025-03-11T22:00:00Z,2025-03-11T22:37:00Z,37,2025-03-11,11,Mar
Porter Airlines,YYC,2025-02-01T16:40:00Z,2025-02-01T17:05:00Z,25,2025-02-01,1,Feb
Air Canada,YYC,2025-08-08T13:50:00Z,2025-08-08T14:14:00Z,24,2025-08-08,8,Aug
Air Canada,YWG,2025-07-01T00:00:00Z,2025-07-01T00:56:00Z,56,2025-07-01,1,Jul
Air Transat,YEG,2025-01-09T10:50:00Z,2025-01-09T11:19:00Z,29,2025-01-09,9,Jan
Air Canada,YVR,2025-01-19T10:00:00Z,2025-01-19T10:17:00Z,17,2025-01-19,19,Jan
Flair Airlines,YXE,2025-09-04T11:55:00Z,2025-09-04T12:13:00Z,18,2025-09-04,4,Sep
WestJet,YQB,2025-01-28T14:05:00Z,2025-01-28T14:43:00Z,38,2025-01-28,28,Jan
Air Canada,YHZ,2025-08-09T11:10:00Z,2025-08-09T11:29:00Z,19,2025-08-09,9,Aug
Jazz Aviation,YQT,2025-11-04T16:10:00Z,2025-11-04T16:21:00Z,11,2025-11-04,4,Nov
Flair Airlines,YHZ,2025-05-19T11:10:00Z,2025-05-19T11:40:00Z,30,2025-05-19,19,May
Porter Airlines,YQB,2025-08-22T14:10:00Z,2025-08-22T14:27:00Z,17,2025-08-22,22,Aug
Air Canada,YVR,2025-02-27T15:20:00Z,2025-02-27T15:42:00Z,22,2025-02-27,27,Feb
Flair Airlines,YYT,2025-11-02T11:35:00Z,2025-11-02T11:45:00Z,10,2025-11-02,2,Nov
Flair Airlines,YVR,2025-07-27T22:45:00Z,2025-07-27T23:03:00Z,18,2025-07-27,27,Jul
Flair Airlines,YUL,2025-03-15T11:25:00Z,2025-03-15T11:58:00Z,33,2025-03-15,15,Mar
Flair Airlines,YEG,2025-08-24T08:10:00Z,2025-08-24T08:52:00Z,42,2025-08-24,24,Aug
Jazz Aviation,YKF,2025-12-23T11:05:00Z,2025-12-23T11:17:00Z,12,2025-12-23,23,Dec
Jazz Aviation,YOW,2025-09-23T17:25:00Z,2025-09-23T17:30:00Z,5,2025-09-23,23,Sep
Air Canada,YUL,2025-05-26T13:20:00Z,2025-05-26T14:06:00Z,46,2025-05-26,26,May
WestJet,YQB,2025-07-23T17:50:00Z,2025-07-23T17:57:00Z,7,2025-07-23,23,Jul
Porter Airlines,YEG,2025-01-12T11:30:00Z,2025-01-12T11:41:00Z,11,2025-01-12,12,Jan
Air Canada,YOW,2025-10-30T17:35:00Z,2025-10-30T17:43:00Z,8,2025-10-30,30,Oct
Air Canada,YYZ,2025-09-05T09:20:00Z,2025-09-05T09:48:00Z,28,2025-09-05,5,Sep
Flair Airlines,YXX,2025-09-05T14:35:00Z,2025-09-05T16:06:00Z,91,2025-09-05,5,Sep
Air Transat,YQB,2025-04-08T19:00:00Z,2025-04-08T19:19:00Z,19,2025-04-08,8,Apr
Canadian North,YUL,2025-08-04T10:00:00Z,2025-08-04T10:24:00Z,24,2025-08-04,4,Aug
WestJet,YWG,2025-06-05T09:50:00Z,2025-06-05T10:10:00Z,20,2025-06-05,5,Jun
Air Canada,YWG,2025-05-16T20:55:00Z,2025-05-16T21:02:00Z,7,2025-05-16,16,May
WestJet,YYC,2025-02-06T18:30:00Z,2025-02-06T18:43:00Z,13,2025-02-06,6,Feb
Air Canada,YYC,2025-04-09T16:55:00Z,2025-04-09T17:11:00Z,16,2025-04-09,9,Apr
Porter Airlines,YYC,2025-06-29T16:40:00Z,2025-06-29T17:01:00Z,21,2025-06-29,29,Jun
Porter Airlines,YYC,2025-12-13T17:25:00Z,2025-12-13T17:41:00Z,16,2025-12-13,13,Dec
Air Canada,YUL,2025-06-14T20:10:00Z,2025-06-14T20:33:00Z,23,2025-06-14,14,Jun
Porter Airlines,YYC,2025-05-13T12:20:00Z,2025-05-13T12:46:00Z,26,2025-05-13,13,May
Porter Airlines,YYT,2025-05-16T06:20:00Z,2025-05-16T06:41:00Z,21,2025-05-16,16,May
Air Canada,YHZ,2025-05-19T13:45:00Z,2025-05-19T14:04:00Z,19,2025-05-19,19,May
Porter Airlines,YVR,2025-01-12T16:50:00Z,2025-01-12T17:03:00Z,13,2025-01-12,12,Jan
Flair Airlines,YHZ,2025-06-29T10:40:00Z,2025-06-29T11:01:00Z,21,2025-06-29,29,Jun
WestJet,YHZ,2025-06-27T15:10:00Z,2025-06-27T15:18:00Z,8,2025-06-27,27,Jun
Flair Airlines,YYZ,2025-08-20T10:05:00Z,2025-08-20T10:34:00Z,29,2025-08-20,20,Aug
PAL Airlines,YUL,2025-11-21T14:40:00Z,2025-11-21T14:49:00Z,9,2025-11-21,21,Nov
Canadian North,YEG,2025-11-13T08:30:00Z,2025-11-13T08:44:00Z,14,2025-11-13,13,Nov
Porter Airlines,YVR,2025-08-27T22:45:00Z,2025-08-27T23:18:00Z,33,2025-08-27,27,Aug
Porter Airlines,YWG,2025-05-06T09:50:00Z,2025-05-06T10:06:00Z,16,2025-05-06,6,May
WestJet,YUL,2025-10-20T15:40:00Z,2025-10-20T16:03:00Z,23,2025-10-20,20,Oct
Jazz Aviation,YUL,2025-12-26T15:45:00Z,2025-12-26T16:15:00Z,30,2025-12-26,26,Dec
Jazz Aviation,YYZ,2025-02-02T13:50:00Z,2025-02-02T14:37:00Z,47,2025-02-02,2,Feb
Air Canada,YYC,2025-10-24T15:45:00Z,2025-10-24T16:18:00Z,33,2025-10-24,24,Oct
Air Canada,YYT,2025-02-01T13:30:00Z,2025-02-01T13:54:00Z,24,2025-02-01,1,Feb
Air Transat,YXX,2025-01-11T15:00:00Z,2025-01-11T15:26:00Z,26,2025-01-11,11,Jan
WestJet,YVR,2025-04-25T15:35:00Z,2025-04-25T15:48:00Z,13,2025-04-25,25,Apr
WestJet,YKF,2025-10-14T11:55:00Z,2025-10-14T11:59:00Z,4,2025-10-14,14,Oct
Air Canada,YXX,2025-03-25T12:45:00Z,2025-03-25T12:49:00Z,4,2025-03-25,25,Mar
Air Canada,YOW,2025-07-06T08:15:00Z,2025-07-06T08:23:00Z,8,2025-07-06,6,Jul
Flair Airlines,YYC,2025-06-04T09:55:00Z,2025-06-04T10:31:00Z,36,2025-06-04,4,Jun
Air Transat,YWG,2025-12-18T10:15:00Z,2025-12-18T10:35:00Z,20,2025-12-18,18,Dec
Porter Airlines,YVR,2025-12-09T19:05:00Z,2025-12-09T19:24:00Z,19,2025-12-09,9,Dec
Air Canada,YYC,2025-10-28T06:50:00Z,2025-10-28T07:14:00Z,24,2025-10-28,28,Oct
WestJet,YYT,2025-10-28T14:35:00Z,2025-10-28T14:47:00Z,12,2025-10-28,28,Oct
Air Canada,YQB,2025-03-07T12:10:00Z,2025-03-07T12:20:00Z,10,2025-03-07,7,Mar
Air Transat,YWG,2025-02-06T08:25:00Z,2025-02-06T08:52:00Z,27,2025-02-06,6,Feb
Canadian North,YXE,2025-09-28T15:25:00Z,2025-09-28T15:34:00Z,9,2025-09-28,28,Sep
Air Canada,YHZ,2025-12-12T21:05:00Z,2025-12-12T21:34:00Z,29,2025-12-12,12,Dec
Air Canada,YHZ,2025-08-05T17:30:00Z,2025-08-05T17:45:00Z,15,2025-08-05,5,Aug
Air Canada,YOW,2025-03-06T09:55:00Z,2025-03-06T10:20:00Z,25,2025-03-06,6,Mar
Flair Airlines,YOW,2025-06-22T06:45:00Z,2025-06-22T06:56:00Z,11,2025-06-22,22,Jun
Flair Airlines,YVR,2025-01-28T13:05:00Z,2025-01-28T13:40:00Z,35,2025-01-28,28,Jan
WestJet,YXX,2025-06-08T23:00:00Z,2025-06-08T23:31:00Z,31,2025-06-08,8,Jun
Air Canada,YOW,2025-10-11T09:35:00Z,2025-10-11T09:43:00Z,8,2025-10-11,11,Oct
Canadian North,YQB,2025-02-10T18:40:00Z,2025-02-10T19:05:00Z,25,2025-02-10,10,Feb
Jazz Aviation,YVR,2025-12-13T16:50:00Z,2025-12-13T17:15:00Z,25,2025-12-13,13,Dec
WestJet,YYZ,2025-04-29T16:45:00Z,2025-04-29T16:54:00Z,9,2025-04-29,29,Apr
Flair Airlines,YUL,2025-08-06T13:45:00Z,2025-08-06T14:42:00Z,57,2025-08-06,6,Aug
Air Canada,YEG,2025-10-07T14:45:00Z,2025-10-07T15:03:00Z,18,2025-10-07,7,Oct
Air Transat,YYC,2025-02-06T15:45:00Z,2025-02-06T16:04:00Z,19,2025-02-06,6,Feb
Air Transat,YVR,2025-04-04T11:45:00Z,2025-04-04T12:05:00Z,20,2025-04-04,4,Apr
Air Canada,YWG,2025-07-29T05:35:00Z,2025-07-29T06:04:00Z,29,2025-07-29,29,Jul
Air Transat,YXX,2025-07-13T08:50:00Z,2025-07-13T09:03:00Z,13,2025-07-13,13,Jul
Air Transat,YYC,2025-09-23T10:45:00Z,2025-09-23T11:08:00Z,23,2025-09-23,23,Sep
Jazz Aviation,YHZ,2025-08-24T13:50:00Z,2025-08-24T15:26:00Z,96,2025-08-24,24,Aug
Air Transat,YEG,2025-05-10T14:15:00Z,2025-05-10T14:32:00Z,17,2025-05-10,10,May
Air Canada,YYT,2025-12-29T06:55:00Z,2025-12-29T07:23:00Z,28,2025-12-29,29,Dec
WestJet,YQR,2025-10-26T13:20:00Z,2025-10-26T13:25:00Z,5,2025-10-26,26,Oct
WestJet,YOW,2025-08-22T02:50:00Z,2025-08-22T03:18:00Z,28,2025-08-22,22,Aug
Canadian North,YQR,2025-02-05T13:00:00Z,2025-02-05T13:29:00Z,29,2025-02-05,5,Feb
WestJet,YVR,2025-09-13T16:55:00Z,2025-09-13T17:04:00Z,9,2025-09-13,13,Sep
Air Canada,YYZ,2025-11-03T12:35:00Z,2025-11-03T12:43:00Z,8,2025-11-03,3,Nov
Porter Airlines,YYZ,2025-06-04T12:55:00Z,2025-06-04T13:04:00Z,9,2025-06-04,4,Jun
Flair Airlines,YUL,2025-08-29T09:15:00Z,2025-08-29T09:32:00Z,17,2025-08-29,29,Aug
WestJet,YWG,2025-10-25T21:15:00Z,2025-10-25T21:36:00Z,21,2025-10-25,25,Oct
Jazz Aviation,YHZ,2025-05-04T12:45:00Z,2025-05-04T12:55:00Z,10,2025-05-04,4,May
Air Canada,YYC,2025-05-31T13:50:00Z,2025-05-31T13:56:00Z,6,2025-05-31,31,May
Air Canada,YEG,2025-01-07T10:50:00Z,2025-01-07T11:25:00Z,35,2025-01-07,7,Jan
Air Canada,YYC,2025-11-07T07:05:00Z,2025-11-07T07:16:00Z,11,2025-11-07,7,Nov
Canadian North,YUL,2025-08-19T13:45:00Z,2025-08-19T14:23:00Z,38,2025-08-19,19,Aug
WestJet,YKF,2025-06-18T11:25:00Z,2025-06-18T11:40:00Z,15,2025-06-18,18,Jun
WestJet,YVR,2025-09-10T19:25:00Z,2025-09-10T19:46:00Z,21,2025-09-10,10,Sep
Air Transat,YOW,2025-07-04T21:20:00Z,2025-07-04T21:48:00Z,28,2025-07-04,4,Jul
WestJet,YQB,2025-08-22T08:35:00Z,2025-08-22T08:45:00Z,10,2025-08-22,22,Aug
WestJet,YUL,2025-04-25T05:15:00Z,2025-04-25T05:21:00Z,6,2025-04-25,25,Apr
Air Transat,YWG,2025-03-01T19:45:00Z,2025-03-01T19:58:00Z,13,2025-03-01,1,Mar
WestJet,YEG,2025-06-10T07:10:00Z,2025-06-10T07:25:00Z,15,2025-06-10,10,Jun
WestJet,YYZ,2025-07-28T10:05:00Z,2025-07-28T10:20:00Z,15,2025-07-28,28,Jul
Porter Airlines,YVR,2025-08-23T16:05:00Z,2025-08-23T16:14:00Z,9,2025-08-23,23,Aug
Air Canada,YOW,2025-12-08T06:10:00Z,2025-12-08T06:27:00Z,17,2025-12-08,8,Dec
PAL Airlines,YXE,2025-10-23T10:15:00Z,2025-10-23T10:21:00Z,6,2025-10-23,23,Oct
